"data.hotel.1.","buss_service","clean","frontdesk","value","rooms","location"
"1","100567",0.550068716703525,0.658983633602397,0.500915136707219,0.738256569801349,0.764689717947283,0.523255868965836
"1","100569",0.308758335515498,0.674128540519138,0.68861357344775,0.669003661770328,0.742060593532217,0.40765616031564
"1","100570",0.395539464629479,0.63150575680036,0.585653616740208,0.681630610526848,0.716795231127717,0.431310732436586
"1","100574",0.469582971336426,0.704435539264484,0.23237065490636,0.811614035687657,0.766522725143346,0.474411975705224
"1","100577",0.367538335099013,0.832277241104911,0.654524890600366,0.792354878331422,0.880125424454228,0.361513067051669
"1","1005794",NA,0.603361370838592,NA,0.685393258426966,0.871180622482194,0.384900179459751
"1","100581",0.473313041180685,0.534187841641643,0.521050105718906,0.536953521543529,0.613365381315131,0.319044015200727
"1","100584",0.662733495663611,0.717571915852662,0.833197604986595,0.84067423428954,0.813721198718461,0.599143907553424
"1","100585",0.211528070690214,0.534028544648943,0.60023823920271,0.629731673581104,0.644320955802764,0.307304573209835
"1","100586",0.667824324748843,0.626922416475782,0.719876642473062,0.697759161876265,0.682317332200001,0.32811738730219
"1","100587",0.357554228975812,0.589273069298259,0.658036329089725,0.70371764270799,0.722216242138963,0.458983989830759
"1","100589",0.289717187485971,0.513879819637267,0.794352612113403,0.678579355381467,0.727622620651817,0.358913456370644
"1","100597",0.57090210338259,0.675415674821038,0.610619758833406,0.700378911700875,0.723416163548723,0.483204689074195
"1","100600",0.577350269189626,0.939653458721336,0.74535599249993,0.811764705882353,0.940717722154696,0.559535322714743
"1","100602",-0.0909090909090909,0.574633447605333,0.114332390095006,0.685340369279048,0.676332648503111,0.392942662420793
"1","100603",0.777844468262597,0.48721928747216,0.33091101621515,0.69223718998033,0.687492332536659,0.456428459961252
"1","100605",0.418562502665004,0.658799088460991,0.485816205556433,0.744787724677057,0.714281937522517,0.357404724114721
"1","1006063",0.575546597134854,0.72285923379313,0.547909766372438,0.832271970633641,0.778534711630251,0.490032201683852
"1","100610",0.682804476185244,0.498398642677755,0.761493145520186,0.678939313523529,0.601483591029266,0.310206825963922
"1","100615",0.666666666666667,0.709134345589715,-0.0476190476190476,0.803075676604734,0.803345259068987,0.540601519273415
"1","100617",0.392519686960377,0.623527848426825,0.634024397780268,0.650362770523902,0.652232246624657,0.500301656789058
"1","100619",0.706395227012677,0.714659830380199,0.458400692991707,0.626394601652616,0.765971247477066,0.424873485862722
"1","1006211",NA,0.777843589937273,NA,0.813174245810186,0.903343314525544,0.494524249255059
"1","1006218",NA,0.776205864234492,0.816496580927726,0.617647058823529,0.755928946018455,0.297112541083283
"1","1006459",0.774596669241483,0.56242137743623,0.748331477354788,0.580839951518191,0.672692090028007,0.632215558205582
"1","1006764",1,0.564076074817766,0.912870929175277,1,0.963624111659432,-0.816496580927726
"1","1006904",0.542104741743151,0.397444713787258,0.420084025208403,0.490643804214675,0.671218738608812,0.237210880486296
"1","1007015",NA,0.586430075314505,NA,0.816013875250935,0.730296743340221,0.624522226349456
"1","1007145",NA,0.595879571531124,NA,0.360667853866973,0.610560142773226,0.421075960533259
"1","1007348",NA,NA,NA,NA,NA,NA
"1","1007400",NA,0.674308184579226,NA,0.699256543423984,0.765812193123553,0.44458244338387
"1","1007582",0.397141798331883,0.511797135539186,0.479644298558953,0.584877685622346,0.498440587854832,0.382746884950101
"1","1007724",0.223606797749979,0.490598261354031,0.176776695296637,0.526481236134146,0.656145642113089,0.432295691738589
"1","1007816",0.727687796743583,0.616950550434032,0.768024577179711,0.809444819273178,0.703459071934211,0.502546626627142
"1","1007899",0.733740655913284,0.539391935018142,0.720036002700225,0.628354638061669,0.660028960724046,0.428802825359489
"1","1008130",NA,0.582084691580654,NA,0.855535635677265,0.836751332137155,0.200761830894311
"1","1008133",NA,0.441695325209755,NA,0.621346730550452,0.712068994916312,0.513200239279667
"1","1008216",NA,0.489978943506111,NA,0.652791209833867,0.808693704220811,0.766130877682874
"1","1008319",NA,0.285714285714286,1,0.909090909090909,0.571428571428571,0.453742606486515
"1","1008418",0.381881307912987,0.538461538461539,0.493128967573443,0.981306762925316,0.961538461538462,0.686406472983644
"1","1008610",NA,0.794996299293326,NA,0.592667259334222,0.636501318593629,0.579750904364203
"1","1008647",NA,0.536782631258072,NA,0.711864406779661,0.373978796003383,0.337099931231621
"1","1008650",NA,0.703086265382209,NA,0.43387857846695,0.847833241939132,0.771400783667003
"1","1009147",NA,1,NA,0.577350269189626,0.816496580927726,NA
"1","1010457",0.72,0.537213111247109,0.505695871289209,0.162518693546366,0.469779237868258,NA
"1","1010527",0.357678984576016,0.55410120615928,0.632745109628261,0.603753219257553,0.555547449566508,0.52879684136681
"1","1010648",NA,0.803326417674244,NA,0.721408419362348,0.930949336251263,0.310529501704059
"1","1010781",NA,0.40291148201269,NA,0.928571428571428,1,0.235702260395516
"1","1010809",NA,0.741227472461678,0.912870929175277,0.828599882571885,0.760696408563826,0.676083733280284
"1","1011237",NA,0.622375914264142,NA,0.826086956521739,0.923076923076923,0.752617809006382
"1","1011240",NA,0.518753607929924,NA,0.639299351311822,0.652821425925532,0.521437735156763
"1","1011429",0.545454545454545,0.700649049745371,0.414039335605413,0.700649049745371,0.210818510677892,0.0690065559342354
"1","1011531",NA,NA,NA,NA,NA,NA
"1","1012556",NA,NA,NA,NA,NA,NA
"1","1012863",NA,0.636363636363636,NA,0.9198662110078,0.818181818181818,0.886405260427918
"1","1012900",NA,NA,NA,1,0.5,NA
"1","1013095",NA,0.473347956366131,NA,0.805813209094098,0.59679581977183,0.536091550535355
"1","1013185",NA,NA,NA,NA,NA,NA
"1","1013278",1,1,1,1,1,1
"1","1013426",NA,0.755928946018454,NA,0.925820099772552,0.755928946018454,0.308606699924184
"1","1013439",NA,NA,NA,NA,NA,NA
"1","101352",0.564066467846872,0.635046240178088,0.657316910067973,0.662157477862138,0.682897058435116,0.534707072319149
"1","101357",0.458096898840909,0.684579008593197,0.601941034596416,0.647857140712614,0.664660270750354,0.377788456790443
"1","1013704",NA,0.17469796919919,NA,0.419891029090839,0.322084042500856,0.281695272804937
"1","101371",0.477578663087227,0.592159366611225,0.68019592464351,0.548935326419844,0.641776562431015,0.426680205573434
"1","1014097",NA,0.78334945180064,1,0.78334945180064,0.471404520791032,0.881917103688197
"1","1014178",0.816496580927726,0,0.577350269189626,0.577350269189626,0.670820393249937,0.577350269189626
"1","1014347",NA,0.501059480456504,NA,0.550980466244031,0.5052724118411,0.364357752190828
"1","1014389",NA,NA,NA,NA,NA,NA
"1","1014399",NA,NA,NA,NA,NA,NA
"1","1014553",NA,0.620173672946042,NA,0.674199862463242,0.674199862463242,0.74535599249993
"1","1014897",NA,0.32258064516129,NA,0.590538595357493,0.524444892073258,0.526560295700009
"1","1014998",NA,NA,NA,NA,NA,NA
"1","1015196",NA,0.942809041582063,NA,0.966091783079296,0.928571428571428,NA
"1","1015604",NA,NA,NA,NA,NA,-1
"1","1015609",NA,0.587660095425155,NA,0.69780074772908,0.74286556541697,0.491655822338878
"1","1015610",NA,0.873877889138876,1,0.793750793751191,0.683235204616672,0.444478318492315
"1","1015644",NA,NA,NA,NA,NA,NA
"1","1015811",0,0.652716248079198,NA,0.713067744653766,0.667063374030942,-0.107443061870051
"1","1016537",1,0.708008298874915,0.774596669241483,0.80273966284766,0.813967336270108,0.568076377322596
"1","1016546",0.666666666666667,0.510454362562918,0.888888888888889,0.443015454381739,0.567274467658145,0.593817808740375
"1","1016578",NA,0.546018906231948,NA,0.80952380952381,0.637022057270606,0.58554004376912
"1","1016710",NA,NA,NA,NA,NA,NA
"1","1017574",0.760638829255665,0.611894460402623,0.760638829255665,0.589000200532359,0.656920269747496,0.542167060877078
"1","1017598",0.542082164863656,0.48684184479502,0.476494459927909,0.570758483916848,0.644388311312901,0.444689744479518
"1","1017769",0.445435403187374,0.284398229497261,0.276955854703499,0.824042816359019,0.7909115788387,0.666710710313969
"1","1017965",0.155126306998506,0.412445240840037,0.404556697031367,0.515734974820087,0.652768536291648,0.477710977719761
"1","1017990",NA,NA,NA,NA,NA,NA
"1","1018893",0.571547606649408,0.0500626174321759,0.483045891539648,0.710818653310911,0.450563556889583,0.207019667802706
"1","1019217",NA,0.782247631725862,1,0.704736506296564,0.721800533848126,0.502539977579775
"1","1019570",NA,0.886405260427918,NA,0.9198662110078,0.78334945180064,0.727272727272727
"1","1019593",-1,0.612372435695794,-1,0.447213595499958,0.866025403784439,-0.666666666666667
"1","1019864",NA,0.610695862091816,NA,0.696587845287217,0.767854104978401,0.497121118472652
"1","1020431",NA,0.667697860889589,NA,0.882352941176471,0.824957911384306,0
"1","1020535",NA,0.834044412067375,NA,0.91473625938979,0.957841488692319,0.723478043414472
"1","1020686",1,0.545454545454545,1,0.852802865422442,0.545454545454545,NA
"1","1022061",0.691448140092212,0.556125550404007,0.5334741856646,0.692583011089957,0.633450255201082,0.521479551712104
"1","1022066",NA,0.645497224367903,NA,0.674199862463242,1,0.408248290463863
"1","1022068",NA,0.810440898473108,NA,0.767092947859831,0.774596669241483,1
"1","1022166",NA,NA,NA,NA,NA,NA
"1","1022212",-0.298142396999972,0.752772652709081,0.752772652709081,0.745869853982891,0.547722557505166,-0.243432247780074
"1","1022611",NA,NA,NA,NA,NA,NA
"1","1022627",0.612372435695794,0.639219954739864,1,0.762191282834377,0.734102992419315,0.437111994080215
"1","1022712",NA,0.618865528687183,NA,0.542818048081662,0.53316045688093,0.350816556428042
"1","1022738",0.462024620612491,0.56823919479572,0.55081581154904,0.634724461897314,0.664859497451014,0.573267424016609
"1","1022781",NA,NA,NA,NA,NA,NA
"1","1022792",NA,0.587126095910352,NA,0.725874764181738,0.609570481824648,0.599227174689093
"1","1023252",NA,NA,-0.25,NA,NA,-0.25
"1","1023603",NA,0.869565217391304,NA,1,0.834057656228299,0.567613478800051
"1","1023960",1,0.460549592183106,1,0.706518505892379,0.649222725867827,0.521174045332792
"1","1024019",NA,0.690917812943352,0.870388279778489,0.600383019509165,0.835509977844025,0.315854194987411
"1","1024238",0.0563436169819011,NA,0.408248290463863,0.666666666666667,-0.166666666666667,-0.256600119639834
"1","1024331",NA,0.72136927391514,NA,0.535594746655403,0.980950636343846,0.585194694258825
"1","1024563",NA,0.816496580927726,0.5,1,0.816496580927726,0.816496580927726
"1","1024807",NA,0.635637330059571,NA,0.571719863776995,0.601109139905116,0.524441150941869
"1","102492",0.72835704072923,0.807668827923478,0.689655172413793,0.787745804258431,0.775825925091087,0.338887574948915
"1","102495",0.631676165709237,0.840532555379055,0.837209302325581,0.888888888888889,0.863510493755106,0.703962603233655
"1","102503",0.78334945180064,0.79101727470292,0.519946946895745,0.748708511748354,0.806463129192094,0.432693749200303
"1","102509",0.866025403784439,0.849227613028576,0.852012867230258,0.805768651696945,0.856234401885223,0.515685225546306
"1","102537",0.559502884944188,0.798325259984186,0.644603625487861,0.74240388354224,0.74599399241906,0.272840600146569
"1","102539",NA,0.770560655755604,1,0.897447076663162,0.877185582105945,0.418717894679312
"1","102542",0.530330085889911,0.628415242223008,0.486664263392288,0.687301478068909,0.583235296607628,0.296495206817084
"1","1025540",NA,0.442058846091153,NA,0.288682018253744,0.457897510949553,0.319521414070047
"1","1025762",1,0.712040163714892,1,0.715586924464559,0.651476056836764,0.60333529813928
"1","1025776",NA,0.382325745876746,NA,0.350938446468717,0.647424677724184,-0.112183435056607
"1","1025992",0.694365074829414,0.760638829255665,0.966091783079296,0.828078671210825,0.571428571428571,0.5
"1","1025996",0.82675403350049,0.769230769230769,0.815374248327211,0.830256693859357,0.800250117248568,0.770784029180635
"1","1026071",NA,NA,NA,NA,NA,NA
"1","1026762",NA,NA,NA,NA,NA,NA
"1","1026843",NA,NA,NA,1,1,NA
"1","1026845",NA,NA,NA,NA,NA,NA
"1","1026867",NA,0.863637653503681,NA,0.853092798954182,0.681175454637056,0.381840676927752
"1","1026913",NA,0.572077553547355,NA,0.883959999878547,0.720576692122892,0.752617809006382
"1","1027050",NA,0.31943828249997,0.889499179993321,0.914285714285714,0.735612357920625,0.805866520846256
"1","1027127",NA,0.5,NA,0.816496580927726,-1,1
"1","1027237",0.777969996770835,0.547599521290016,0.562118709534759,0.57491596687203,0.678576370983903,0.343392762732693
"1","1027281",0.717804919486502,0.598897485560957,0.252262489554756,0.639549858291276,0.593330006421713,0.29708254830921
"1","1027494",0.188982236504614,0.469279919763887,0.717804919486502,0.515896633276216,0.581234934809528,0.442292945118795
"1","1027602",NA,0.5,1,1,0.4,NA
"1","1027798",0.303169531295416,0.638337145386388,0.184352960339708,0.742410583993068,0.761376102622005,0.463253722196713
"1","1027853",NA,NA,NA,NA,NA,NA
"1","1027899",1,0.627744624375779,0.333333333333333,0.664203836339671,0.637554360012964,0.32818288716751
"1","1027901",NA,0.620982658214807,NA,0.66943938213496,0.748476207120992,0.485861856315254
"1","1028066",NA,NA,NA,NA,NA,NA
"1","1028471",NA,NA,NA,1,0.808290376865476,0.547722557505166
"1","1028947",NA,NA,NA,NA,NA,NA
"1","1029276",0.707499363865734,0.583435781773544,0.666497049036024,0.606224627192202,0.660717538996749,0.460822799757524
"1","1029277",NA,NA,NA,NA,NA,NA
"1","1030572",-0.121951219512195,0.583459965991578,0.234042553191489,0.72023861857015,0.40072194985043,0.439799497133542
"1","1035897",NA,NA,NA,NA,NA,NA
"1","1036415",NA,0.913907693767414,NA,0.743160535617538,0.7909115788387,0.883959999878547
"1","1036690",NA,0.945057227528967,NA,0.779617813604407,0.89316868260887,0.787758234165608
"1","1036691",NA,NA,NA,NA,NA,NA
"1","1036724",NA,NA,NA,NA,NA,NA
"1","1036755",NA,NA,NA,NA,NA,NA
"1","1041784",NA,1,1,0.816496580927726,1,1
"1","1045286",0.425296477672426,0.56688227078208,0.58053245534777,0.527025800527088,0.64449505733075,0.340382269100516
"1","1045304",NA,0.703760550525337,NA,0.6985482957866,0.740834074167778,0.773069735483416
"1","1047523",NA,0.774596669241483,NA,1,NA,NA
"1","1047557",NA,0.406060412813658,NA,0.617395371507628,0.517322523673913,0.437240381908868
"1","1048070",NA,0.569761813617803,NA,0.788532451917586,0.735689746598583,0.526714488007963
"1","1048678",0.270030862433661,0.575409665218477,0.25966027923484,0.701750266983725,0.777151506051086,0.585577446004589
"1","1048732",0.344123600805843,0.425345654714607,0.568704688026032,0.629249311640004,0.626432384514967,0.429069023119177
"1","1048931",NA,NA,NA,NA,NA,NA
"1","1048937",NA,0.729372342076296,NA,0.744500430342738,0.708785440158034,0.429726340399885
"1","1049387",0.785714285714286,0.575008886491626,0.518874521662771,0.57925557352488,0.661618910162506,0.416150723171751
"1","1049609",NA,NA,NA,NA,NA,NA
"1","1049619",-0.530330085889911,0.734292836358069,0.694365074829414,0.745948669948936,0.761984285135295,0.467648390634274
"1","1050153",NA,1,NA,0,0.816496580927726,0.816496580927726
"1","1050670",NA,0.596284793999944,NA,0.6397632782164,0.707001643013163,0.139776536170403
"1","1050848",0.364012604154632,0.743836146551528,0.635328524998538,0.789631380464277,0.727141009090417,0.587755818575718
"1","1051216",0.313572574051565,0.490222820519553,0.557021127685145,0.502598051209057,0.682914770823586,0.42946378260405
"1","1051571",NA,0.490402393894972,0.322329185610152,0.580310880829016,0.554749417592399,0.492758086597086
"1","105160",NA,0.769911504424779,0.816496580927726,0.926624016738494,0.906686018442861,0.470620805335012
"1","105177",1,0.673201417098718,0.5,0.803921568627451,0.786964063223254,0.285714285714286
"1","105184",0,0.580619790881938,0.310086836473021,0.741078813401884,0.743020524244062,0.676281147992525
"1","105191",NA,0.713641240140063,NA,0.826184389323165,0.843220911372781,0.304290309725092
"1","105207",NA,0.866025403784439,0.816496580927726,0.646393126567783,0.834057656228299,0.700140042014005
"1","1052176",NA,0.60375308367908,NA,0.67235145874559,0.624159701250447,0.463598694502934
"1","105222",0.512989176042577,0.767528817308012,0.277173946873433,0.757959807240174,0.764374157881141,0.492007254320693
"1","105241",0.670820393249937,0.76485985201234,0.774596669241483,0.869151562457912,0.885364878308337,0.208378559282706
"1","105256",NA,0.679245283018868,NA,0.618590939218119,0.846153846153846,0.10005560189476
"1","105265",NA,0.743160535617538,NA,0.722222222222222,0.764705882352941,0.823529411764706
"1","1052697",NA,0.385060376903175,NA,0.601061353159941,0.633140710479833,0.40216602208715
"1","1052716",0.810526315789474,0.546114447688415,0.544157689318485,0.590884021987346,0.690915986734757,0.411913950626684
"1","105272",0.816496580927726,0.933443806593273,0.516397779494322,0.85571557754891,0.946762136662302,0.702430729564841
"1","1053060",NA,NA,NA,NA,NA,NA
"1","1053314",NA,NA,NA,NA,NA,NA
"1","1054454",NA,0.420084025208403,NA,0.606043215262856,0.256248853055389,0.668868911607523
"1","1054650",NA,0.816496580927726,NA,1,0.816496580927726,0.912870929175277
"1","1054885",NA,0.790569415042095,NA,0.534522483824849,0.666666666666667,0.816496580927726
"1","1055277",NA,0.383049755317394,NA,0.501894641938701,0.608958006415729,0.389146378576503
"1","1055574",-1,0.731310340973526,0.8,0.843299381094191,0.588348405414552,0.231900361745681
"1","1055920",NA,NA,NA,NA,NA,NA
"1","1056131",NA,0.612372435695794,NA,0.166666666666667,0.612372435695794,NA
"1","1056571",NA,0.766756296320057,NA,0.709213195036456,0.775641025641026,0.208051367942241
"1","1056636",NA,NA,NA,NA,NA,NA
"1","1056883",NA,0.513638415522764,NA,0.598934110550665,0.641011573119223,0.572253883994903
"1","1056980",0.816496580927726,0.864529934867251,1,0.771516749810459,1,0.591520481751277
"1","1057133",1,0.774596669241483,1,0.894427190999916,0.894427190999916,0
"1","1057300",NA,0.494908238903097,NA,0.691440722704507,0.74388077178654,0.514131510599266
"1","1057391",NA,0.560440029504386,NA,0.578828524954762,0.544143037064867,0.23008304033295
"1","1057434",NA,0.603509849075418,NA,0.78621585888105,0.77898083770452,-0.296174438879546
"1","1057646",NA,0.616333551361366,NA,0.582703409001775,0.75008669217372,0.46551456270249
"1","1057809",0.5,0.617213399848368,NA,0.755928946018454,1,0.8
"1","1058043",NA,NA,NA,NA,NA,NA
"1","1058947",NA,NA,NA,NA,NA,NA
"1","1059302",0.5,0.464398587128682,0.816496580927726,0.303918430197546,0.319986649361622,0.30191371466066
"1","1059317",NA,0.816496580927726,1,1,1,1
"1","1059797",NA,0.513264902574737,NA,0.302020224846311,0.577350269189626,0.59603956067927
"1","1059872",NA,1,NA,NA,NA,NA
"1","1059946",NA,0.629226725229678,NA,0.663167079940063,0.607229176445988,0.25048971643406
"1","1060227",NA,0.579608703005936,NA,0.716114874039433,0.79290517226346,0.483902669317208
"1","1060784",0.416463365036283,0.515818918064133,0.434300228132795,0.50846104451485,0.554335156933755,0.392507419908085
"1","1061209",NA,0.56024284079202,NA,0.673305739003424,0.675080654557801,0.333127912597445
"1","1061775",NA,NA,NA,NA,NA,NA
"1","1061802",NA,1,NA,0.4,0.8,0.4
"1","1061981",NA,NA,NA,NA,NA,NA
"1","1062534",NA,0.679420638777412,-0.333333333333333,0.663727315566286,0.796061279971721,-0.0306560666095739
"1","1062567",NA,NA,NA,NA,NA,NA
"1","1063797",NA,0.593283063567715,NA,0.535804971001011,0.651909485812337,0.174447888749058
"1","1064304",NA,NA,NA,NA,NA,NA
"1","1064437",NA,0.867315240123782,NA,0.573775310549247,0.710046946804693,0.505181485540922
"1","1064610",NA,0.566584341450195,1,0.672641563744793,0.697606062252604,0.525810690941871
"1","1064800",NA,NA,NA,NA,NA,NA
"1","1065029",NA,0.777777777777778,0.333333333333333,0.74535599249993,0.617213399848368,0.142857142857143
"1","1067534",NA,0.767522578880197,NA,0.848874687627165,0.7909115788387,0.583383351196948
"1","1068246",0.636789550006029,0.702904270168352,0.744659864983654,0.872011562253812,0.821807102296136,0.735337499328828
"1","1068719",0.385630872546796,0.456014558409782,0.363865981662505,0.482240706153116,0.593164664746025,0.388700707994418
"1","1069441",NA,0.816496580927726,NA,1,1,1
"1","1069576",1,1,NA,-1,-1,NA
"1","1069761",NA,NA,NA,NA,NA,NA
"1","1069812",NA,0.674199862463242,NA,0.558744236615663,NA,-0.258198889747161
"1","1069926",NA,0.716721605044631,NA,0.796869445943954,0.816848036156206,0.488188752971733
"1","1069971",0.577350269189626,0.333333333333333,1,1,0.516397779494322,0.577350269189626
"1","1070523",NA,NA,NA,NA,NA,NA
"1","1070779",0,0.471404520791032,0.462910049886276,0.74535599249993,0.696310623822791,-0.231455024943138
"1","1070865",NA,0.577350269189626,NA,0,0.894427190999916,NA
"1","1071829",0.441793013116495,0.612272754909502,0.241965259776816,0.591197820209497,0.628441382416526,0.45869861793053
"1","1072358",NA,0.318511028635303,NA,0.955533085905909,0.777777777777778,0.243432247780074
"1","1072864",NA,0.532025110468653,NA,0.668012875495259,0.648689249425071,0.342777701625883
"1","1073312",NA,0.770528991698729,NA,0.678833593026998,0.654330305081576,0.296296296296296
"1","1073336",NA,0.345650564910142,NA,0.650600048632355,0.577350269189626,0.368932393686311
"1","1073880",NA,0.636178600968557,NA,0.567673393892698,0.70685656904875,0.267671662129076
"1","1074948",NA,NA,NA,NA,NA,NA
"1","1075145",NA,NA,NA,NA,NA,NA
"1","1075728",NA,0.527476066214732,1,0.804432311967772,0.654981960048562,0.774028950873004
"1","1075753",0.816496580927726,0.665633138388003,1,0.626733592746074,0.780522440893942,0.590974546374671
"1","1075815",NA,0.516397779494322,NA,0.774596669241483,1,0.774596669241483
"1","1077341",NA,0.109205165526497,NA,0.483643041949096,0.720448460960588,0.422235951603033
"1","1078448",NA,0.450010034280993,NA,0.527466890417755,0.549952048894382,0.0579498340753751
"1","1078457",NA,0.799640248616422,NA,0.629542034880646,0.786743228854781,0.46104271653875
"1","1079093",0,NA,0.231455024943138,0.363636363636364,0.462910049886276,-0.327326835353989
"1","1079204",NA,0.582186053172419,NA,0.628669948905205,0.786948199875614,0.233882138481874
"1","1079243",NA,0.758970925898645,NA,0.603250603250905,0.82956135578434,0.891555828241729
"1","1080024",0.707106781186547,0.491089084440196,0.818181818181818,0.587209841451518,0.675371570200582,0.256745963417905
"1","1081864",0.617213399848368,0.570015540411978,NA,0.626970798948171,0.625429553264605,0.520845018025472
"1","1082337",NA,0.395791892827093,1,0.651174053233967,0.685146088629264,0.421335003399777
"1","1082460",NA,NA,NA,NA,NA,NA
"1","1082523",NA,NA,NA,NA,NA,NA
"1","1082544",NA,NA,NA,NA,NA,NA
"1","1082642",0.621059003408119,0.517455379474841,0.570033836661101,0.702691088476661,0.620425293606986,0.544669955637181
"1","1082819",NA,NA,NA,NA,NA,NA
"1","1082828",NA,NA,NA,NA,NA,NA
"1","1082838",NA,1,NA,1,1,NA
"1","1082864",NA,NA,NA,NA,NA,NA
"1","1082867",NA,NA,NA,NA,NA,NA
"1","1082868",NA,NA,NA,NA,NA,NA
"1","1082870",NA,NA,NA,NA,NA,NA
"1","1082872",NA,NA,NA,NA,NA,NA
"1","1082880",NA,1,1,1,1,NA
"1","1082883",NA,NA,NA,NA,NA,NA
"1","1082900",0.639602149066831,0.770154046215405,1,0.280056016805602,0.333848930444794,0.545454545454545
"1","1082914",0.572077553547355,0.358568582800318,0.222911285030141,0.478091443733757,0.545544725589981,0
"1","1082931",NA,NA,NA,NA,NA,NA
"1","1082952",NA,NA,NA,NA,NA,NA
"1","1082963",NA,NA,NA,NA,NA,NA
"1","1082968",NA,NA,NA,NA,NA,NA
"1","1082974",NA,NA,NA,NA,NA,NA
"1","1083064",NA,NA,NA,NA,0.816496580927726,NA
"1","1083206",-0.353553390593274,0.443515521815503,0.173421993904824,0.58387399356327,0.607250319608702,0.502566401048567
"1","1083444",0.707106781186548,1,0.774596669241483,0.707106781186548,0.258198889747161,0.258198889747161
"1","1083449",NA,NA,NA,NA,NA,NA
"1","1083452",0.816496580927726,0,-0.333333333333333,NA,0.258198889747161,-0.333333333333333
"1","1083455",NA,NA,NA,NA,NA,NA
"1","1083463",NA,NA,NA,NA,NA,NA
"1","1083475",NA,NA,NA,NA,NA,NA
"1","1083477",NA,NA,NA,NA,NA,NA
"1","1083482",NA,0.236764914991264,NA,0.479305374635028,0.322110800655989,0.258273632516058
"1","1083504",NA,NA,NA,NA,NA,NA
"1","1083507",NA,NA,NA,NA,NA,NA
"1","1083509",NA,NA,NA,NA,NA,NA
"1","1083512",NA,NA,NA,NA,NA,NA
"1","1083522",NA,NA,NA,NA,NA,NA
"1","1083534",NA,NA,NA,NA,NA,NA
"1","1083543",NA,NA,NA,NA,NA,NA
"1","1083549",NA,NA,NA,NA,NA,NA
"1","1083561",NA,NA,NA,NA,NA,NA
"1","1083581",NA,NA,NA,NA,NA,NA
"1","1083845",NA,NA,NA,NA,NA,NA
"1","1083872",NA,0.547191872500825,NA,0.392564742907975,0.568091185469822,0.315157303217581
"1","1084013",1,0.730845507620841,0.333333333333333,0.695846776541333,0.787674168295037,0.54563841479435
"1","1084661",0.817860820109531,0.688301975752534,0.606477433570502,0.729253120254118,0.730311557983735,0.37545335089046
"1","1085781",NA,NA,NA,NA,NA,NA
"1","1085802",NA,NA,NA,NA,NA,NA
"1","1085836",1,1,1,1,NA,NA
